workflow,quality_level,query_count,sample_count,full_assignment_signature,full_objective_value,full_expected_cost,full_avg_latency,full_p95_latency,full_status,decomp_assignment_signature,decomp_objective_value,decomp_expected_cost,decomp_avg_latency,decomp_p95_latency,decomp_status,same_assignment,objective_abs_diff,expected_cost_abs_diff,avg_latency_abs_diff,p95_latency_abs_diff
workflow1,Q2,10,2,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.6933072115431766,2.693306612309877,59.92332996613087,83.73369544895115,OPTIMAL,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_ap-southeast-1_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.693307388484305,2.6933068202262604,56.82580444028311,80.30773084207044,OPTIMAL,False,1.7694112841581955e-07,2.0791638366546294e-07,3.0975255258477645,3.4259646068807115
workflow1,Q2,10,5,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.6977998892732282,2.6977993594020226,52.9871205492058,77.35742535171053,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.697799651014415,2.697799084479274,56.65351424170417,81.83999116944673,OPTIMAL,False,2.3825881312333763e-07,2.7492274856655285e-07,3.6663936924983744,4.4825658177362016
workflow1,Q2,10,10,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.6700922485443144,2.6700917070002976,54.154401795097755,84.88399901496835,OPTIMAL,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_ap-southeast-1_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.6700922403773153,2.6700916916077353,54.87695788329961,85.79649897566803,OPTIMAL,False,8.166999077019454e-09,1.5392562335847515e-08,0.7225560882018556,0.9124999606996766
workflow1,Q2,25,2,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.814752206543283,2.814751638159846,56.83834380498804,80.76636404135687,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.8147520565993047,2.814751449797909,60.680139702329164,85.5929145921176,OPTIMAL,False,1.499439781227352e-07,1.883619371589873e-07,3.8417958973411217,4.826550550760729
workflow1,Q2,25,5,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.8419882944655432,2.841987692699239,60.17663022529939,90.4954668788199,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.8419882944655432,2.841987692699239,60.17663022529939,90.4954668788199,OPTIMAL,True,0.0,0.0,0.0,0.0
workflow1,Q2,25,10,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_ap-southeast-1_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.8040427518709037,2.8040421727587255,57.91121767663858,87.67832972666733,OPTIMAL,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.8040427240658676,2.804042152449415,57.161645172872525,86.73817033846142,OPTIMAL,False,2.7805036051375964e-08,2.0309310677646408e-08,0.7495725037660534,0.9401593882059132
workflow1,Q2,50,2,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.581311115328359,2.5813105682187767,54.71095806655132,85.13010791310964,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.5813109926367175,2.581310407248251,58.53884648912131,89.94013319619357,OPTIMAL,False,1.226916417351731e-07,1.6097052579766569e-07,3.827888422569991,4.810025283083931
workflow1,Q2,50,5,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_ap-southeast-1_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.589726434158607,2.589725878615236,55.55433729513864,86.13120713046222,OPTIMAL,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.5897263843744964,2.5897258362954036,54.807909084347,85.23227533371792,OPTIMAL,False,4.978411061173915e-08,4.231983252722671e-08,0.7464282107916347,0.8989317967442929
workflow1,Q2,50,10,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.57130700256504,2.57130644522823,55.73368113730812,86.39217112033118,OPTIMAL,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_aws_us-west-2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.571306914482995,2.571306327413446,58.706954762629614,90.07447131923554,OPTIMAL,False,8.808204521315588e-08,1.178147841507382e-07,2.9732736253214966,3.6823001989043576
workflow1,Q2,100,2,"[[""Q/A"", ""q_a_aws_us-west-2_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.549483645897964,2.5494830899937098,55.590425398706515,88.92393521087413,OPTIMAL,"[[""Q/A"", ""q_a_aws_ap-southeast-1_q2""], [""Shot Detection"", ""shot_detection_aliyun_cn-shanghai_q2""], [""Video Caption"", ""video_caption_azure_westus2_q2""], [""Video Split & Sample"", ""video_split_and_sample_aliyun_cn-shanghai_q2""]]",2.549483663756096,2.549483116430852,54.7325243775453,87.94719045348464,OPTIMAL,False,1.7858131862169557e-08,2.6437142253143975e-08,0.8579010211612115,0.976744757389497
